N° Inventario Marca N° Serie Modelo
1,07/03/2017,CRR,-,Restauración de fábrica de sistema Operativo	Actualización de navegadores	Actualización de antivrus	Escaneo completo de disco local 	Instalación de utilitarios\
2,13/03/2017,CRR,-,Restauración de fábrica de sistema Operativo	Instalación de programas utilitarios	Creación de respaldo de datos	Creación de cuenta de usuario standard
